City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,barentu,15.1139,37.5928,24.79,36,63,5.36,ER,1706545307
363,nyrob,60.733,56.7202,-14.71,99,97,1.37,RU,1706545307
364,dryden,49.7833,-92.7503,-2.84,100,100,3.6,CA,1706545307
365,bielsk podlaski,52.7651,23.1865,1.81,84,83,4.26,PL,1706545308
366,vila franca do campo,37.7167,-25.4333,18.27,99,100,10.23,PT,1706545308
367,port louis,-20.1619,57.4989,28.01,85,11,3.54,MU,1706545242
368,arenapolis,-14.4503,-56.8461,35.81,37,42,2.05,BR,1706545308
369,lubsko,51.7847,14.972,7.71,52,99,4.42,PL,1706545308
370,kailua-kona,19.6406,-155.9956,21.98,89,0,4.63,US,1706545308
371,mount isa,-20.7333,139.5,25.87,83,100,0.0,AU,1706545308
372,salta,-24.7859,-65.4117,30.88,48,40,2.57,AR,1706545309
373,kone,-21.0595,164.8658,23.82,85,98,0.49,NC,1706545309
374,mansa,29.9833,75.3833,14.22,44,0,2.58,IN,1706545309
375,tongouson,5.0214,120.1328,27.16,80,94,5.84,PH,1706545309
376,linxia chengguanzhen,35.6003,103.2064,-2.06,38,15,0.87,CN,1706545309
377,weyburn,49.6668,-103.8511,-3.88,86,0,2.06,CA,1706545309
378,sibolga,1.7427,98.7792,24.96,89,76,1.52,ID,1706545309
379,kirensk,57.7853,108.1119,-38.91,100,67,0.45,RU,1706545309
380,hilo,19.7297,-155.09,24.04,72,20,2.06,US,1706545200
381,la'ie,21.6477,-157.9253,24.69,84,12,0.89,US,1706545310
382,udaipura,23.0833,78.5,19.4,30,80,2.29,IN,1706545310
383,geraldton,-28.7667,114.6,20.23,77,0,6.69,AU,1706545239
384,poso,-1.3959,120.7524,25.57,89,96,1.64,ID,1706545310
385,slavgorod,52.9978,78.6449,-17.46,97,67,3.56,RU,1706545310
386,boyolangu,-8.1181,111.8935,25.1,89,96,1.15,ID,1706545310
387,makurazaki,31.2667,130.3167,8.55,71,48,3.85,JP,1706545310
388,kyshtovka,56.555,76.6271,-12.03,97,100,1.34,RU,1706545310
389,belyy yar,53.6039,91.3903,-21.06,92,100,2.0,RU,1706545311
390,greenville,35.6127,-77.3663,11.09,64,100,5.14,US,1706545311
391,shwebo,22.5667,95.7,18.94,58,21,1.76,MM,1706545311
392,undurkhaan,47.3194,110.6556,-26.62,100,85,1.49,MN,1706545311
393,sinabang,2.4803,96.3801,27.0,80,48,1.64,ID,1706545311
394,port alfred,-33.5906,26.891,29.74,65,71,8.86,ZA,1706545311
395,port shepstone,-30.7414,30.455,25.74,85,9,9.67,ZA,1706545311
396,guaruja,-23.9931,-46.2564,28.92,61,0,4.12,BR,1706545312
397,ciftlikkoy,40.6603,29.3236,4.4,84,100,6.08,TR,1706545312
398,bandipura,34.4167,74.65,3.98,84,78,1.5,IN,1706545312
399,tazacorte,28.629,-17.9293,21.54,64,12,2.06,ES,1706545312
400,panama city beach,30.1766,-85.8055,13.32,65,0,4.12,US,1706545250
401,ingenio la esperanza,-24.2255,-64.839,33.27,25,0,1.78,AR,1706545312
402,choibalsan,48.0667,114.5,-26.09,100,100,1.66,MN,1706545312
403,xining,36.6167,101.7667,-1.99,20,59,0.61,CN,1706545313
404,ancud,-41.8697,-73.8203,16.74,55,51,2.2,CL,1706545313
405,shingu,33.7333,135.9833,4.24,67,32,2.59,JP,1706545313
406,hengyang,26.8881,112.615,7.28,93,88,0.72,CN,1706545313
407,karasburg,-28.0167,18.75,28.25,27,100,12.89,NA,1706545313
408,wooster,40.8051,-81.9351,1.32,90,100,5.14,US,1706545275
409,kodinsk,58.6881,99.1844,-28.64,100,7,0.75,RU,1706545313
410,marvejols,44.5538,3.2914,8.54,83,100,2.82,FR,1706545313
411,iquitos,-3.7481,-73.2472,29.02,89,75,2.06,PE,1706545313
412,eraan,9.0629,117.7016,24.83,84,54,1.91,PH,1706545314
413,finnentrop,51.1667,7.9667,10.23,83,98,1.9,DE,1706545071
414,callao,-12.0667,-77.15,27.16,65,0,5.66,PE,1706545314
415,north elba,44.2434,-73.9543,-1.12,86,100,0.45,US,1706545314
416,oliver,49.1831,-119.5524,8.14,93,100,1.54,CA,1706545314
417,saint-pierre,-21.3393,55.4781,25.82,94,100,4.12,RE,1706545104
418,lodja,-3.4833,23.4333,26.39,69,100,1.21,CD,1706545314
419,smidovich,48.6,133.8167,-24.44,95,28,3.27,RU,1706545314
420,bazarnyy karabulak,52.2683,46.4144,-5.09,93,60,3.1,RU,1706545314
421,colonia,50.9333,6.95,12.46,65,0,3.6,DE,1706545315
422,kedrovyy,56.1667,91.8167,-26.19,96,98,2.46,RU,1706545315
423,arvika,59.6553,12.5852,2.34,100,100,0.66,SE,1706545315
424,hotan,37.0997,79.9269,-1.12,45,100,2.37,CN,1706545315
425,qaryat suluq,31.6682,20.2521,14.42,51,96,5.3,LY,1706545036
426,papao,-17.75,-149.55,26.82,75,100,0.56,PF,1706545315
427,muang phon-hong,18.4928,102.4172,18.84,91,51,1.17,LA,1706545315
428,nogliki,51.8333,143.1667,-13.14,93,99,2.68,RU,1706545315
429,new plymouth,-39.0667,174.0833,17.67,82,70,5.67,NZ,1706545315
430,yuzhno-sukhokumsk,44.6581,45.6436,-2.16,82,100,3.37,RU,1706545155
431,alesund,62.4723,6.1549,6.85,76,75,8.75,NO,1706545316
432,mana,5.6592,-53.7767,27.85,76,46,4.48,GF,1706545316
433,podporozh'ye,60.9112,34.1706,1.51,79,100,6.72,RU,1706545316
434,san matias,-16.3667,-58.4,36.54,37,77,2.05,BO,1706545316
435,coquimbo,-29.9533,-71.3436,17.85,94,100,3.6,CL,1706545022
436,rehoboth,-23.3167,17.0833,26.37,38,82,5.42,NA,1706545316
437,ouani,-12.1322,44.4258,27.98,70,99,2.35,KM,1706545316
438,mhamid,29.82,-5.72,23.25,12,0,4.83,MA,1706545316
439,marka,1.7159,44.7717,26.39,86,47,6.86,SO,1706545317
440,gambiran satu,-8.3939,114.1464,23.43,96,92,1.2,ID,1706545317
441,armacao de buzios,-22.7469,-41.8817,28.03,74,5,2.93,BR,1706545317
442,piriapolis,-34.8682,-55.2744,28.09,56,20,4.12,UY,1706545317
443,estevan,49.1334,-102.9842,2.19,93,0,5.14,CA,1706545317
444,ocos,14.5094,-92.1933,32.1,58,3,1.36,GT,1706545317
445,starkville,33.4504,-88.8184,5.81,93,100,2.57,US,1706545317
446,wajir,1.7471,40.0573,33.98,43,0,2.06,KE,1706545317
447,east london,-33.0153,27.9116,26.52,78,0,7.2,ZA,1706545317
448,ndibene dahra,15.3338,-15.4766,32.99,7,59,5.92,SN,1706545318
449,argo,37.6333,22.7333,5.29,78,44,3.13,GR,1706545318
450,adam,22.3756,57.5233,25.2,26,93,5.03,OM,1706545318
451,viqueque,-8.8673,126.3658,26.0,90,98,2.2,TL,1706545318
452,sant lluis,39.8526,4.2594,15.22,72,20,5.14,ES,1706545318
453,somerset,40.5668,-74.5496,4.79,75,100,7.2,US,1706545318
454,cascais,38.6979,-9.4215,19.17,87,40,5.81,PT,1706545318
455,el sauzal de rodriguez,31.9,-116.6833,14.68,53,49,1.83,MX,1706545318
456,tevriz,57.509,72.4042,-13.81,98,100,1.0,RU,1706545318
457,obo,5.3998,26.4869,31.37,21,100,1.89,CF,1706545319
458,jabor,5.921,169.6434,26.83,86,100,7.54,MH,1706545319
459,midleton,51.9153,-8.1805,6.88,93,100,6.29,IE,1706545319
460,sakakah,29.9697,40.2064,15.76,43,0,2.25,SA,1706545319
461,bandrele,-12.9067,45.1914,28.86,74,0,3.09,YT,1706545319
462,mamadysh,55.7152,51.408,-4.4,95,100,4.06,RU,1706545319
463,mitu,1.1983,-70.1733,30.91,64,97,0.53,CO,1706545319
464,tongchuan,35.0806,109.0897,-0.37,70,7,2.07,CN,1706545319
465,strathalbyn,-35.2667,138.9,18.27,47,28,3.28,AU,1706545320
466,thisted,56.9552,8.6949,6.22,86,100,2.6,DK,1706545320
467,namibe,-15.1961,12.1522,25.7,65,0,5.89,AO,1706545320
468,penzance,50.1186,-5.5371,12.38,100,100,9.77,GB,1706545320
469,ocosingo,17.0667,-92.25,12.76,99,100,0.88,MX,1706545320
470,jaru,-10.4389,-62.4664,28.44,72,100,1.52,BR,1706545320
471,umm kaddadah,13.6017,26.6876,22.99,16,17,5.28,SD,1706545320
472,port lincoln,-34.7333,135.8667,17.55,90,8,4.84,AU,1706545320
473,el bosque,17.0667,-92.7333,10.16,100,100,1.56,MX,1706545321
474,male,4.1748,73.5089,28.97,79,20,7.72,MV,1706545321
475,neryungri,56.6709,124.6491,-30.84,98,100,1.85,RU,1706545321
476,saint joseph,39.7686,-94.8466,5.87,88,0,3.6,US,1706545321
477,igarka,67.4667,86.5833,-19.22,82,100,4.53,RU,1706545321
478,lospalos,-8.5186,127.0025,22.99,94,94,0.78,TL,1706545321
479,huancavelica,-12.7667,-74.9833,6.73,81,100,0.72,PE,1706545321
480,alofi,-19.0595,-169.9187,25.94,83,100,1.54,NU,1706545322
481,demba,-5.51,22.2667,24.65,86,98,0.72,CD,1706545322
482,st. john's,47.5649,-52.7093,-1.13,90,100,3.6,CA,1706545256
483,mednogorsk,51.4128,57.595,-18.41,99,29,0.65,RU,1706545322
484,timimoun,29.2639,0.231,25.21,15,0,8.23,DZ,1706545322
485,saint-joseph,-21.3667,55.6167,25.21,89,73,5.57,RE,1706545322
486,belyayevka,51.3974,56.4096,-18.92,100,44,0.6,RU,1706545323
487,portland,45.5234,-122.6762,12.12,90,75,3.58,US,1706545185
488,natal,-5.795,-35.2094,31.36,70,75,7.2,BR,1706545187
489,sisimiut,66.9395,-53.6735,-23.66,94,98,3.08,GL,1706545323
490,siracusa,37.0881,15.2792,12.77,63,86,2.15,IT,1706545324
491,wanning,18.8003,110.3967,21.22,89,64,2.85,CN,1706545324
492,fort wellington,6.4,-57.6,29.06,66,72,4.08,GY,1706545324
493,mao,39.8885,4.2658,15.31,72,20,5.14,ES,1706545324
494,hasaki,35.7333,140.8333,-0.78,47,22,1.26,JP,1706545325
495,ho chi minh city,10.75,106.6667,28.01,54,40,2.06,VN,1706545325
496,fereydun kenar,36.6864,52.5225,9.84,71,69,4.78,IR,1706545325
497,erenhot,43.6475,111.9767,-17.81,95,87,0.85,CN,1706545325
498,christchurch,-43.5333,172.6333,12.17,89,75,2.06,NZ,1706545028
499,cutral-co,-38.9469,-69.2089,29.95,10,0,0.69,AR,1706545326
500,feodosiya,45.0333,35.3833,1.57,74,82,7.18,UA,1706545326
501,yangambi,0.8102,24.4336,32.36,29,95,1.71,CD,1706545326
502,kayangel,8.0823,134.7173,27.07,85,100,10.72,PW,1706545326
503,cabedelo,-6.9811,-34.8339,32.37,66,14,6.23,BR,1706545195
504,eufaula,31.8913,-85.1455,11.19,61,0,3.6,US,1706545141
505,forster,-32.1667,152.5167,24.05,93,13,4.43,AU,1706545327
506,akureyri,65.6835,-18.0878,-2.04,93,100,2.06,IS,1706545327
507,malango,-2.9627,119.9001,20.7,97,100,0.91,ID,1706545328
508,monahans,31.5943,-102.8926,9.95,54,38,3.6,US,1706545328
509,tahe,52.3333,124.7333,-30.06,98,47,1.72,CN,1706545328
510,mafeteng,-29.823,27.2374,30.17,22,71,3.38,LS,1706545329
511,enriquillo,17.9,-71.2333,28.82,63,1,3.21,DO,1706545329
512,tamanrasset,22.785,5.5228,22.95,9,0,1.54,DZ,1706545329
513,mineral wells,32.8085,-98.1128,15.74,44,0,4.02,US,1706545244
514,praia da vitoria,38.7333,-27.0667,17.64,88,40,9.88,PT,1706545329
515,tezu,27.9167,96.1667,14.71,49,24,2.13,IN,1706545330
516,kapoeta,4.7717,33.5903,34.65,21,27,5.72,SS,1706545330
517,pierre,44.3683,-100.351,5.71,81,0,6.69,US,1706545330
518,patong,7.8961,98.2966,28.08,73,6,9.16,TH,1706545331
519,letlhakane,-21.4167,25.5833,30.7,33,84,2.62,BW,1706545331
520,mushie,-3.0167,16.9,32.31,51,99,0.33,CD,1706545331
521,la passe,45.5549,-0.8967,15.13,80,100,5.57,FR,1706545331
522,tonghae,37.5439,129.1069,0.47,65,70,2.18,KR,1706545332
523,lata,40.1629,-8.3327,19.95,53,91,2.18,PT,1706545332
524,az zawr,29.4425,48.2747,17.23,51,97,1.92,KW,1706545332
525,kabba,7.8287,6.0731,35.07,13,1,1.91,NG,1706545332
526,soderhamn,61.3037,17.0592,0.71,94,100,1.96,SE,1706545332
527,arlington,32.7357,-97.1081,16.57,57,0,3.09,US,1706545233
528,luderitz,-26.6481,15.1594,22.73,58,51,3.23,NA,1706545333
529,xiantao,30.3833,113.4,7.65,80,100,1.76,CN,1706545334
530,almodovar del rio,37.8336,-5.0167,17.49,63,0,1.54,ES,1706545334
531,el granada,37.5027,-122.4694,15.78,88,0,0.0,US,1706545334
532,yuksekova,37.5736,44.2872,-13.14,92,100,1.03,TR,1706545334
533,turochak,52.2576,87.1224,-11.19,97,100,1.14,RU,1706545335
534,tindouf,27.6711,-8.1474,23.76,11,0,4.33,DZ,1706545335
535,san luis,-33.295,-66.3356,33.63,24,0,2.38,AR,1706545135
536,isangel,-19.55,169.2667,23.61,79,81,2.68,VU,1706545335
537,ippy,6.2679,21.2247,35.27,16,76,1.21,CF,1706545336
538,oriximina,-1.7656,-55.8661,33.85,45,30,2.78,BR,1706545328
539,tazovsky,67.4667,78.7,-17.69,82,100,5.38,RU,1706545336
540,lesosibirsk,58.2358,92.4828,-17.27,82,10,4.51,RU,1706545336
541,medicine hat,50.0501,-110.6683,4.84,81,75,3.6,CA,1706545337
542,abohar,30.15,74.1833,14.45,30,1,2.36,IN,1706545337
543,kotlas,61.2611,46.6556,-4.41,93,100,4.02,RU,1706545338
544,anastacio,-20.4836,-55.8069,37.79,19,56,3.86,BR,1706545338
545,taoudenni,22.6783,-3.9836,28.87,7,0,4.38,ML,1706545338
546,yukhnov,54.7444,35.2297,-5.35,93,100,4.13,RU,1706545338
547,ghadamis,30.1337,9.5007,17.56,40,0,3.9,LY,1706545339
548,bogale,16.2833,95.4,23.07,72,89,2.6,MM,1706545339
549,areka,7.0667,37.7,22.03,53,91,0.82,ET,1706545339
550,marquette,46.5333,-87.6335,1.69,80,94,1.34,US,1706545340
551,saransk,54.1838,45.1749,-4.75,94,100,4.02,RU,1706545341
552,myskhako,44.6714,37.7433,0.33,78,47,8.3,RU,1706545341
553,maun,-19.9833,23.4167,28.98,47,93,0.68,BW,1706545343
554,seryshevo,51.0933,128.3786,-31.77,100,39,1.85,RU,1706545343
555,azhikkal,11.9,75.3667,24.7,75,37,1.72,IN,1706545344
556,deir ez-zor,35.3359,40.1408,8.3,78,99,6.76,SY,1706545344
557,roma,43.2128,-75.4557,1.09,89,100,4.63,US,1706545265
558,dawson creek,55.7666,-120.2362,8.8,57,0,5.66,CA,1706545344
559,januaria,-15.4833,-44.3667,27.35,80,81,1.57,BR,1706545345
560,mata-utu,-13.2816,-176.1745,29.16,81,100,7.73,WF,1706545345
561,whangarei,-35.7317,174.3239,18.04,83,40,2.56,NZ,1706545345
562,noumea,-22.2763,166.4572,21.99,78,98,1.58,NC,1706545314
563,ad dawadimi,24.5077,44.3924,21.64,40,98,4.44,SA,1706545346
